device,tick_ms,sequence,valid,block_index,sample_index,left,right,sample_count,min,max,peak_abs,mean_abs,frame_id,radar_type,frame_len,data_len,driver_drop,msg_drop,frame_hex,radar_decoded
radar,540400,31704,1,0,,,,,,,,,31704,0x0a13,21,12,0,0,017BD8000C0A13480011B03D106B4CBC7141CC3D29,total_phase=0.086;breath_phase=-0.012;heart_phase=0.100
radar,540433,31705,1,3,,,,,,,,,31705,0x0a38,10,1,0,0,017BD900010A386F02FD,
radar,540434,31706,1,0,,,,,,,,,31706,0x0a18,11,2,0,0,017BDA00020A184F0200FD,
radar,540435,31707,1,3,,,,,,,,,31707,0x0a16,17,8,0,0,017BDB00080A164A010000008FC20942F8,range_flag=1;range_cm=34.440
radar,540436,31708,1,0,,,,,,,,,31708,0x0f09,11,2,0,0,017BDC00020F095D0100FE,human_present=1
radar,540439,31709,1,3,,,,,,,,,31709,0x0a17,17,8,0,0,017BDD00080A174D5A45913D049FC43E2D,
radar,540440,31710,1,0,,,,,,,,,31710,0x0a13,21,12,0,0,017BDE000C0A134E00B46DBCC0179FBCE031EA3D68,total_phase=-0.015;breath_phase=-0.019;heart_phase=0.114
radar,540441,31711,1,3,,,,,,,,,31711,0x0a14,13,4,0,0,017BDF00040A14400000984126,breath_rate_per_min=19.000
radar,540444,31712,1,0,,,,,,,,,31712,0x0100,33,24,0,0,017BE0001801007C6272656174682072617465203D2031392E30303030303020EE,text=breath rate = 19.000000
radar,540479,31713,1,3,,,,,,,,,31713,0x0a38,10,1,0,0,017BE100010A385702FD,
radar,540501,31714,1,0,,,,,,,,,31714,0x0a13,21,12,0,0,017BE2000C0A137200736BBD4013D7BC10FFD43D64,total_phase=-0.057;breath_phase=-0.026;heart_phase=0.104
radar,540534,31715,1,3,,,,,,,,,31715,0x0a38,10,1,0,0,017BE300010A385502FD,
radar,540535,31716,1,0,,,,,,,,,31716,0x0a18,11,2,0,0,017BE400020A18710200FD,
radar,540536,31717,1,3,,,,,,,,,31717,0x0a16,17,8,0,0,017BE500080A1674010000008FC20942F8,range_flag=1;range_cm=34.440
radar,540539,31718,1,0,,,,,,,,,31718,0x0f09,11,2,0,0,017BE600020F09670100FE,human_present=1
radar,540540,31719,1,3,,,,,,,,,31719,0x0a17,17,8,0,0,017BE700080A17775A45913D049FC43E2D,
radar,540541,31720,1,4,,,,,,,,,31720,0x0a13,21,12,0,0,017BE8000C0A1378009FD7BDF01806BD3A71923DBD,total_phase=-0.105;breath_phase=-0.033;heart_phase=0.072
radar,540542,31721,1,3,,,,,,,,,31721,0x0a14,13,4,0,0,017BE900040A14760000984126,breath_rate_per_min=19.000
radar,540545,31722,1,4,,,,,,,,,31722,0x0100,33,24,0,0,017BEA00180100766272656174682072617465203D2031392E30303030303020EE,text=breath rate = 19.000000
radar,540579,31723,1,3,,,,,,,,,31723,0x0a38,10,1,0,0,017BEB00010A385D02FD,
radar,540602,31724,1,4,,,,,,,,,31724,0x0a13,21,12,0,0,017BEC000C0A137C002AA73CD0741EBD489BDB3C7D,total_phase=0.020;breath_phase=-0.039;heart_phase=0.027
radar,540634,31725,1,3,,,,,,,,,31725,0x0a38,10,1,0,0,017BED00010A385B02FD,
radar,540635,31726,1,4,,,,,,,,,31726,0x0a18,11,2,0,0,017BEE00020A187B0200FD,
radar,540639,31727,1,3,,,,,,,,,31727,0x0a16,17,8,0,0,017BEF00080A167E010000008FC20942F8,range_flag=1;range_cm=34.440
radar,540640,31728,1,4,,,,,,,,,31728,0x0f09,11,2,0,0,017BF000020F09710100FE,human_present=1
radar,540640,31729,1,0,,,,,,,,,31729,0x0a17,17,8,0,0,017BF100080A17615A45913D049FC43E2D,
