session_id,t_ms,frame_id,radar_type,frame_len,data_len,frame_hex
radar_s002,790,12494,0x0a38,10,1,0130CE00010A383300FF
radar_s002,1630,12566,0x0a38,10,1,01311600010A38EA00FF
radar_s002,2438,12637,0x0a38,10,1,01315D00010A38A100FF
radar_s002,3268,12710,0x0a38,10,1,0131A600010A385A00FF
radar_s002,4093,12782,0x0a38,10,1,0131EE00010A381200FF
radar_s002,4909,12854,0x0a38,10,1,01323600010A38C900FF
radar_s002,5724,12926,0x0a38,10,1,01327E00010A388100FF
radar_s002,6542,12998,0x0a38,10,1,0132C600010A383900FF
radar_s002,7365,13070,0x0a38,10,1,01330E00010A38F000FF
radar_s002,8192,13142,0x0a38,10,1,01335600010A38A800FF
radar_s002,9027,13214,0x0a38,10,1,01339E00010A386000FF
radar_s002,9860,13286,0x0a38,10,1,0133E600010A381800FF
radar_s002,10707,13358,0x0a38,10,1,01342E00010A38D700FF
radar_s002,11532,13430,0x0a38,10,1,01347600010A388F00FF
radar_s002,12353,13507,0x0a13,21,12,0134C3000C0A131C000000000000000000000000FF
radar_s002,13175,13582,0x0a38,10,1,01350E00010A38F600FF
radar_s002,13973,13654,0x0a38,10,1,01355600010A38AE00FF
radar_s002,14784,13727,0x0a38,10,1,01359F00010A386700FF
radar_s002,15626,13799,0x0a38,10,1,0135E700010A381F00FF
radar_s002,16464,13871,0x0a38,10,1,01362F00010A38D400FF
radar_s002,17286,13946,0x0f09,11,2,01367A00020F09B60000FF
radar_s002,18134,14018,0x0f09,11,2,0136C200020F090E0000FF
radar_s002,18981,14087,0x0a38,10,1,01370700010A38FD00FF
radar_s002,19797,14159,0x0a38,10,1,01374F00010A38B500FF
radar_s002,20613,14236,0x0a13,21,12,01379C000C0A1340000000000000000000000000FF
radar_s002,21435,14311,0x0a38,10,1,0137E700010A381D00FF
radar_s002,22235,14383,0x0a38,10,1,01382F00010A38DA00FF
radar_s002,23062,14456,0x0a38,10,1,01387800010A388D00FF
radar_s002,23872,14528,0x0a38,10,1,0138C000010A383500FF
radar_s002,24683,14600,0x0a38,10,1,01390800010A38FC00FF
radar_s002,25530,14673,0x0a18,11,2,01395100020A18860000FF
radar_s002,26360,14744,0x0a38,10,1,01399800010A386C00FF
radar_s002,27160,14816,0x0a38,10,1,0139E000010A381400FF
radar_s002,27978,14888,0x0a38,10,1,013A2800010A38DF00FF
radar_s002,28804,14960,0x0a38,10,1,013A7000010A388700FF
radar_s002,29638,15032,0x0a38,10,1,013AB800010A384F00FF
radar_s002,30469,15112,0x0a38,10,1,013B0800010A38FE00FF
radar_s002,31303,15184,0x0a38,10,1,013B5000010A38A600FF
radar_s002,32120,15256,0x0a38,10,1,013B9800010A386E00FF
radar_s002,32923,15328,0x0a38,10,1,013BE000010A381600FF
radar_s002,33745,15400,0x0a38,10,1,013C2800010A38D900FF
radar_s002,34567,15472,0x0a38,10,1,013C7000010A388100FF
radar_s002,35405,15545,0x0a38,10,1,013CB900010A384800FF
radar_s002,36246,15617,0x0a38,10,1,013D0100010A38F100FF
radar_s002,37050,15689,0x0a38,10,1,013D4900010A38B900FF
radar_s002,37877,15761,0x0a38,10,1,013D9100010A386100FF
radar_s002,38692,15833,0x0a38,10,1,013DD900010A382900FF
radar_s002,39497,15905,0x0a38,10,1,013E2100010A38D200FF
radar_s002,40340,15977,0x0a38,10,1,013E6900010A389A00FF
radar_s002,41182,16057,0x0a38,10,1,013EB900010A384A00FF
radar_s002,42009,16128,0x0a15,13,4,013F0000040A15DA00000000FF
radar_s002,42848,16201,0x0a38,10,1,013F4900010A38BB00FF
radar_s002,43655,16273,0x0a38,10,1,013F9100010A386300FF
radar_s002,44463,16343,0x0a14,13,4,013FD700040A140C00000000FF
radar_s002,45290,16417,0x0a38,10,1,01402100010A38AC00FF
radar_s002,46109,16490,0x0a38,10,1,01406A00010A38E700FF
radar_s002,46917,16562,0x0a38,10,1,0140B200010A383F00FF
radar_s002,47748,16634,0x0a38,10,1,0140FA00010A387700FF
radar_s002,48558,16706,0x0a38,10,1,01414200010A38CE00FF
radar_s002,49368,16778,0x0a38,10,1,01418A00010A380600FF
radar_s002,50171,16850,0x0a38,10,1,0141D200010A385E00FF
radar_s002,51006,16922,0x0a38,10,1,01421A00010A389500FF
radar_s002,51821,16994,0x0a38,10,1,01426200010A38ED00FF
radar_s002,52622,17066,0x0a38,10,1,0142AA00010A382500FF
radar_s002,53439,17138,0x0a38,10,1,0142F200010A387D00FF
radar_s002,54251,17210,0x0a38,10,1,01433A00010A38B400FF
radar_s002,55059,17282,0x0a38,10,1,01438200010A380C00FF
radar_s002,55857,17354,0x0a38,10,1,0143CA00010A384400FF
radar_s002,56660,17426,0x0a38,10,1,01441200010A389B00FF
radar_s002,57496,17498,0x0a38,10,1,01445A00010A38D300FF
radar_s002,58313,17570,0x0a38,10,1,0144A200010A382B00FF
radar_s002,59136,17642,0x0a38,10,1,0144EA00010A386300FF
radar_s002,59959,17714,0x0a38,10,1,01453200010A38BA00FF
radar_s002,60782,17786,0x0a38,10,1,01457A00010A38F200FF
radar_s002,61595,17857,0x0a38,10,1,0145C100010A384900FF
radar_s002,62407,17930,0x0a38,10,1,01460A00010A388100FF
radar_s002,63225,18002,0x0a38,10,1,01465200010A38D900FF
radar_s002,64031,18074,0x0a38,10,1,01469A00010A381100FF
radar_s002,64846,18146,0x0a38,10,1,0146E200010A386900FF
radar_s002,65658,18218,0x0a38,10,1,01472A00010A38A000FF
radar_s002,66493,18290,0x0a38,10,1,01477200010A38F800FF
radar_s002,67288,18362,0x0a38,10,1,0147BA00010A383000FF
radar_s002,68125,18434,0x0a38,10,1,01480200010A388700FF
radar_s002,68934,18506,0x0a38,10,1,01484A00010A38CF00FF
radar_s002,69757,18578,0x0a38,10,1,01489200010A381700FF
radar_s002,70584,18650,0x0a38,10,1,0148DA00010A385F00FF
radar_s002,71392,18722,0x0a38,10,1,01492200010A38A600FF
radar_s002,72202,18794,0x0a38,10,1,01496A00010A38EE00FF
radar_s002,73002,18866,0x0a38,10,1,0149B200010A383600FF
radar_s002,73827,18938,0x0a38,10,1,0149FA00010A387E00FF
radar_s002,74640,19010,0x0a38,10,1,014A4200010A38C500FF
radar_s002,75477,19082,0x0a38,10,1,014A8A00010A380D00FF
radar_s002,76291,19154,0x0a38,10,1,014AD200010A385500FF
radar_s002,77127,19226,0x0a38,10,1,014B1A00010A389C00FF
radar_s002,77924,19298,0x0a38,10,1,014B6200010A38E400FF
radar_s002,78739,19370,0x0a38,10,1,014BAA00010A382C00FF
radar_s002,79571,19442,0x0a38,10,1,014BF200010A387400FF
radar_s002,80399,19514,0x0a38,10,1,014C3A00010A38BB00FF
radar_s002,81223,19586,0x0a38,10,1,014C8200010A380300FF
radar_s002,82054,19658,0x0a38,10,1,014CCA00010A384B00FF
radar_s002,82863,19730,0x0a38,10,1,014D1200010A389200FF
radar_s002,83680,19802,0x0a38,10,1,014D5A00010A38DA00FF
radar_s002,84499,19874,0x0a38,10,1,014DA200010A382200FF
radar_s002,85314,19952,0x0a14,13,4,014DF000040A145900000000FF
radar_s002,86138,20026,0x0a38,10,1,014E3A00010A38B900FF
radar_s002,86963,20098,0x0a38,10,1,014E8200010A380100FF
radar_s002,87771,20170,0x0a38,10,1,014ECA00010A384900FF
radar_s002,88575,20242,0x0a38,10,1,014F1200010A389000FF
radar_s002,89411,20314,0x0a38,10,1,014F5A00010A38D800FF
radar_s002,90220,20386,0x0a38,10,1,014FA200010A382000FF
radar_s002,91025,20458,0x0a38,10,1,014FEA00010A386800FF
radar_s002,91840,20530,0x0a38,10,1,01503200010A38AF00FF
radar_s002,92655,20602,0x0a38,10,1,01507A00010A38E700FF
radar_s002,93471,20674,0x0a38,10,1,0150C200010A385F00FF
radar_s002,94288,20746,0x0a38,10,1,01510A00010A389600FF
radar_s002,95099,20818,0x0a38,10,1,01515200010A38CE00FF
radar_s002,95920,20890,0x0a38,10,1,01519A00010A380600FF
radar_s002,96742,20962,0x0a38,10,1,0151E200010A387E00FF
radar_s002,97569,21034,0x0a38,10,1,01522A00010A38B500FF
radar_s002,98384,21106,0x0a38,10,1,01527200010A38ED00FF
radar_s002,99216,21178,0x0a38,10,1,0152BA00010A382500FF
