session_id,t_ms,type,human_present,range_cm,total_phase,breath_phase,heart_phase,breath_rate,heart_rate,quality_flag
session_0002,0,0x0a38,,,,,,,,1
session_0002,840,0x0a38,,,,,,,,0
session_0002,1648,0x0a38,,,,,,,,0
session_0002,2478,0x0a38,,,,,,,,0
session_0002,3303,0x0a38,,,,,,,,0
session_0002,4119,0x0a38,,,,,,,,0
session_0002,4934,0x0a38,,,,,,,,0
session_0002,5752,0x0a38,,,,,,,,0
session_0002,6575,0x0a38,,,,,,,,0
session_0002,7402,0x0a38,,,,,,,,0
session_0002,8237,0x0a38,,,,,,,,0
session_0002,9070,0x0a38,,,,,,,,0
session_0002,9917,0x0a38,,,,,,,,0
session_0002,10742,0x0a38,,,,,,,,0
session_0002,11563,phase,,,0.000,0.000,0.000,,,0
session_0002,12385,0x0a38,,,0.000,0.000,0.000,,,0
session_0002,13183,0x0a38,,,0.000,0.000,0.000,,,0
session_0002,13994,0x0a38,,,0.000,0.000,0.000,,,0
session_0002,14836,0x0a38,,,0.000,0.000,0.000,,,0
session_0002,15674,0x0a38,,,0.000,0.000,0.000,,,0
session_0002,16496,human_status,0,,0.000,0.000,0.000,,,0
session_0002,17344,human_status,0,,0.000,0.000,0.000,,,0
session_0002,18191,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,19007,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,19823,phase,0,,0.000,0.000,0.000,,,0
session_0002,20645,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,21445,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,22272,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,23082,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,23893,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,24740,0x0a18,0,,0.000,0.000,0.000,,,0
session_0002,25570,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,26370,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,27188,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,28014,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,28848,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,29679,0x0a38,0,,0.000,0.000,0.000,,,0
session_0002,30513,0x0a38,0,,0.000,0.000,0.000,,,0
