session_id,t_ms,frame_id,radar_type,frame_len,data_len,frame_hex
radar_s001,0,18568,0x0a38,10,1,01488800010A380D02FD
radar_s001,65,18578,0x0a13,21,12,014892000C0A1331008EA93E08DB5CBEF74F873FD7
radar_s001,137,18586,0x0a14,13,4,01489A00040A1436000090412E
radar_s001,205,18592,0x0a38,10,1,0148A000010A382501FE
radar_s001,270,18601,0x0a38,10,1,0148A900010A382C01FE
radar_s001,336,18603,0x0a38,10,1,0148AB00010A382E01FE
radar_s001,401,18613,0x0a13,21,12,0148B5000C0A131600045B3F708C00BED04D243E5A
radar_s001,473,18623,0x0a38,10,1,0148BF00010A383A01FE
radar_s001,538,18625,0x0a38,10,1,0148C100010A384401FE
radar_s001,603,18635,0x0a13,21,12,0148CB000C0A1368404B873F20C636BD340840BFE2
radar_s001,675,18647,0x0a38,10,1,0148D700010A385201FE
radar_s001,740,18649,0x0a38,10,1,0148D900010A385C01FE
radar_s001,805,18659,0x0a13,21,12,0148E3000C0A1340007B8A3E9891913DE64AF6BE71
radar_s001,877,18669,0x0a38,10,1,0148ED00010A386801FE
radar_s001,943,18671,0x0a38,10,1,0148EF00010A386A01FE
radar_s001,1008,18681,0x0a13,21,12,0148F9000C0A135A00FE873ECC58663ED01336BE3F
radar_s001,1080,18689,0x0a14,13,4,01490100040A14AC000090412E
radar_s001,1148,18693,0x0a38,10,1,01490500010A388101FE
radar_s001,1213,18704,0x0a38,10,1,01491000010A389401FE
radar_s001,1278,18707,0x0a04,29,20,01491300140A04BE010000000AB8D8BC35B5863E000000000000000010
radar_s001,1348,18716,0x0a13,21,12,01491C000C0A13BE40CC3A404326DA3E4EBF413F07
radar_s001,1420,18726,0x0a38,10,1,01492600010A38A201FE
radar_s001,1485,18728,0x0a38,10,1,01492800010A38AC01FE
radar_s001,1550,18737,0x0a13,21,12,014931000C0A139300CB983E803AF03EBD9892BFEE
radar_s001,1622,18746,0x0a38,10,1,01493A00010A38BE01FE
radar_s001,1687,18748,0x0a38,10,1,01493C00010A38B801FE
radar_s001,1752,18759,0x0a13,21,12,014947000C0A13E50002573E7828D83E7C55823DB4
radar_s001,1824,18768,0x0a38,10,1,01495000010A38D401FE
radar_s001,1889,18770,0x0a38,10,1,01495200010A38D601FE
radar_s001,1954,18779,0x0a13,21,12,01495B000C0A13F9803B0B3F9869943EA45E903D7C
radar_s001,2026,18788,0x0a38,10,1,01496400010A38E002FD
radar_s001,2091,18790,0x0a38,10,1,01496600010A38E202FD
radar_s001,2157,18799,0x0a13,21,12,01496F000C0A13CD001C80BD6019C13D0ABB793EAD
radar_s001,2228,18810,0x0a38,10,1,01497A00010A38FE02FD
radar_s001,2294,18812,0x0a38,10,1,01497C00010A38F802FD
radar_s001,2359,18821,0x0a13,21,12,014985000C0A132780A980BE40E6F4BD928AB7BE16
radar_s001,2431,18830,0x0a38,10,1,01498E00010A380A02FD
radar_s001,2496,18832,0x0a38,10,1,01499000010A381402FD
radar_s001,2561,18841,0x0a13,21,12,014999000C0A133B8034B83E20419DBE3A87BF3EB3
radar_s001,2633,18850,0x0a38,10,1,0149A200010A382602FD
radar_s001,2698,18852,0x0a38,10,1,0149A400010A382002FD
radar_s001,2764,18863,0x0a13,21,12,0149AF000C0A130D4092023F7820E1BE2475CE3DB5
radar_s001,2835,18872,0x0a38,10,1,0149B800010A383C02FD
radar_s001,2901,18874,0x0a38,10,1,0149BA00010A383E02FD
radar_s001,2966,18883,0x0a13,21,12,0149C3000C0A1361009B433E427100BFD45BA8BE0C
radar_s001,3038,18892,0x0a38,10,1,0149CC00010A384802FD
radar_s001,3103,18894,0x0a38,10,1,0149CE00010A384A02FD
radar_s001,3168,18903,0x0a13,21,12,0149D7000C0A13750070CCBCFB86FDBE70CF51BE91
radar_s001,3240,18911,0x0100,33,24,0149DF00180100716272656174682072617465203D2031382E30303030303020EF
radar_s001,3312,18916,0x0a38,10,1,0149E400010A386002FD
radar_s001,3377,18924,0x0a38,10,1,0149EC00010A386802FD
radar_s001,3442,18929,0x0f09,11,2,0149F100020F09420100FE
radar_s001,3509,18935,0x0a13,21,12,0149F7000C0A13550036833D6648C6BEDF142D3EF9
radar_s001,3581,18944,0x0a38,10,1,014A0000010A388702FD
radar_s001,3646,18952,0x0a14,13,4,014A0800040A14A60000984126
radar_s001,3714,18955,0x0a13,21,12,014A0B000C0A13AA001EF5BD48B990BE00C3003C89
radar_s001,3786,18966,0x0a38,10,1,014A1600010A389102FD
radar_s001,3851,18968,0x0a38,10,1,014A1800010A389F02FD
