session_id,t_ms,frame_id,radar_type,frame_len,data_len,frame_hex
radar_s001,0,16355,0x0a38,10,1,013FE300010A381100FF
radar_s001,65,16364,0x0a38,10,1,013FEC00010A381E00FF
radar_s001,130,16372,0x0a38,10,1,013FF400010A380600FF
radar_s001,195,16373,0x0a38,10,1,013FF500010A380700FF
radar_s001,260,16382,0x0a38,10,1,013FFE00010A380C00FF
radar_s001,324,16390,0x0a38,10,1,01400600010A388B00FF
radar_s001,389,16391,0x0a38,10,1,01400700010A388A00FF
radar_s001,454,16400,0x0a38,10,1,01401000010A389D00FF
radar_s001,519,16408,0x0a38,10,1,01401800010A389500FF
radar_s001,584,16409,0x0a38,10,1,01401900010A389400FF
radar_s001,649,16418,0x0a38,10,1,01402200010A38AF00FF
radar_s001,713,16426,0x0a38,10,1,01402A00010A38A700FF
radar_s001,778,16427,0x0a38,10,1,01402B00010A38A600FF
radar_s001,843,16436,0x0a38,10,1,01403400010A38B901FE
radar_s001,908,16438,0x0a38,10,1,01403600010A38BB01FE
radar_s001,973,16448,0x0a13,21,12,014040000C0A13EB80FE103F0004E6BB40628ABAE5
radar_s001,1044,16458,0x0a38,10,1,01404A00010A38C701FE
radar_s001,1109,16460,0x0a38,10,1,01404C00010A38C101FE
radar_s001,1174,16470,0x0a13,21,12,014056000C0A13FDF0522AC0704496BC509E82BC59
radar_s001,1246,16475,0x0f09,11,2,01405B00020F09E10100FE
radar_s001,1312,16481,0x0a13,21,12,014061000C0A13CA60C2F4BF10F5B4BC9854D5BA58
radar_s001,1384,16491,0x0a38,10,1,01406B00010A38E601FE
radar_s001,1449,16493,0x0a38,10,1,01406D00010A38E001FE
radar_s001,1513,16503,0x0a13,21,12,014077000C0A13DC60EF95BFC0C0E8BC814781BDF4
radar_s001,1585,16513,0x0a38,10,1,01408100010A380C01FE
radar_s001,1650,16515,0x0a38,10,1,01408300010A380E01FE
radar_s001,1715,16525,0x0a13,21,12,01408D000C0A132680E443C0485D4ABDE4CAF03D19
radar_s001,1787,16537,0x0a38,10,1,01409900010A381401FE
radar_s001,1851,16539,0x0a38,10,1,01409B00010A381601FE
radar_s001,1916,16548,0x0a38,10,1,0140A400010A382901FE
radar_s001,1981,16555,0x0a17,17,8,0140AB00080A170038B914BD24E0A93E84
radar_s001,2047,16561,0x0a38,10,1,0140B100010A383C01FE
radar_s001,2112,16570,0x0a38,10,1,0140BA00010A383701FE
radar_s001,2177,16572,0x0a38,10,1,0140BC00010A383101FE
radar_s001,2241,16582,0x0a13,21,12,0140C6000C0A136D003A84BD9ED21EBE7EB1083EE9
radar_s001,2313,16594,0x0a38,10,1,0140D200010A385F02FD
radar_s001,2378,16596,0x0a38,10,1,0140D400010A385902FD
radar_s001,2443,16605,0x0a38,10,1,0140DD00010A385001FE
radar_s001,2508,16609,0x0a18,11,2,0140E100020A184F0100FE
radar_s001,2573,16617,0x0a13,21,12,0140E9000C0A13420080B1BB606F31BE50E104BEFE
radar_s001,2644,16627,0x0a38,10,1,0140F300010A387E01FE
radar_s001,2709,16629,0x0a38,10,1,0140F500010A387801FE
radar_s001,2774,16639,0x0a13,21,12,0140FF000C0A1354004A76BEE4DE07BEDC2B6DBEDA
radar_s001,2846,16651,0x0a38,10,1,01410B00010A388701FE
radar_s001,2911,16653,0x0a38,10,1,01410D00010A388101FE
radar_s001,2975,16663,0x0a13,21,12,014117000C0A13BD0030C5BE003138BD88322A3DAD
radar_s001,3047,16670,0x0a13,21,12,01411E000C0A13B4008C8B3E807A92BC80606E3EA2
radar_s001,3119,16675,0x0a38,10,1,01412300010A38AF01FE
radar_s001,3183,16684,0x0a38,10,1,01412C00010A38A001FE
radar_s001,3248,16688,0x0a18,11,2,01413000020A189F0100FE
radar_s001,3313,16696,0x0a13,21,12,014138000C0A1392007E4F3FF85DF83DE0A555BD3C
radar_s001,3385,16708,0x0a38,10,1,01414400010A38C801FE
radar_s001,3450,16710,0x0a38,10,1,01414600010A38CA01FE
radar_s001,3515,16720,0x0a13,21,12,014150000C0A13FA40010FBF9C685C3E40E932BDBE
radar_s001,3586,16730,0x0a38,10,1,01415A00010A38D602FD
radar_s001,3651,16732,0x0a38,10,1,01415C00010A38D002FD
radar_s001,3716,16742,0x0a13,21,12,014166000C0A13CC004B0BBEB8618F3E097D82BE21
radar_s001,3788,16752,0x0a38,10,1,01417000010A38FC01FE
radar_s001,3853,16754,0x0a38,10,1,01417200010A38FE01FE
radar_s001,3918,16765,0x0a38,10,1,01417D00010A38F101FE
radar_s001,3983,16771,0x0f09,11,2,01418300020F09380100FE
radar_s001,4050,16777,0x0a13,21,12,014189000C0A132300C8303EBE23943E71F6D23E65
radar_s001,4122,16787,0x0a38,10,1,01419300010A381F01FE
radar_s001,4187,16789,0x0a38,10,1,01419500010A381901FE
radar_s001,4252,16799,0x0a13,21,12,01419F000C0A13358036BD3E80AC713E3CE80BBFC9
radar_s001,4324,16809,0x0a38,10,1,0141A900010A382501FE
radar_s001,4389,16811,0x0a38,10,1,0141AB00010A382701FE
radar_s001,4454,16823,0x0a13,21,12,0141B7000C0A131D4079114010B3183E3C62663E14
