device,tick_ms,sequence,valid,block_index,sample_index,left,right,sample_count,min,max,peak_abs,mean_abs,frame_id,radar_type,frame_len,data_len,driver_drop,msg_drop,frame_hex,radar_decoded
mic,41951,60,1,4,107,-161,-179,,,,,,,,,,20937,18156,,
mic,41951,60,1,4,108,-165,-162,,,,,,,,,,20939,18156,,
mic,41951,60,1,4,109,-147,-153,,,,,,,,,,20942,18156,,
mic,41951,60,1,4,110,-103,-125,,,,,,,,,,20944,18156,,
mic,41951,60,1,4,111,-145,-97,,,,,,,,,,20947,18156,,
mic,41951,60,1,4,112,-168,-143,,,,,,,,,,20949,18156,,
mic,41951,60,1,4,113,-153,-140,,,,,,,,,,20951,18156,,
mic,41951,60,1,4,114,-170,-188,,,,,,,,,,20954,18156,,
mic,41951,60,1,4,115,-171,-159,,,,,,,,,,20956,18156,,
mic,41951,60,1,4,116,-184,-174,,,,,,,,,,20959,18156,,
mic,41951,60,1,4,117,-177,-170,,,,,,,,,,20961,18156,,
mic,41951,60,1,4,118,-149,-198,,,,,,,,,,20963,18156,,
mic,41951,60,1,4,119,-136,-178,,,,,,,,,,20966,18156,,
mic,41951,60,1,4,120,-162,-189,,,,,,,,,,20968,18156,,
mic,41951,60,1,4,121,-177,-186,,,,,,,,,,20971,18156,,
mic,41951,60,1,4,122,-206,-218,,,,,,,,,,20973,18156,,
mic,41951,60,1,4,123,-219,-195,,,,,,,,,,20975,18156,,
mic,41951,60,1,4,124,-203,-234,,,,,,,,,,20978,18156,,
mic,41951,60,1,4,125,-209,-221,,,,,,,,,,20980,18156,,
mic,41951,60,1,4,126,-241,-239,,,,,,,,,,20982,18156,,
mic,41951,60,1,4,127,-299,-260,,,,,,,,,,20985,18156,,
mic,41951,60,1,4,128,-324,-293,,,,,,,,,,20987,18156,,
mic,41951,60,1,4,129,-294,-353,,,,,,,,,,20990,18156,,
mic,41951,60,1,4,130,-289,-321,,,,,,,,,,20992,18156,,
mic,41951,60,1,4,131,-283,-311,,,,,,,,,,20994,18156,,
mic,41951,60,1,4,132,-330,-307,,,,,,,,,,20997,18156,,
mic,41951,60,1,4,133,-348,-310,,,,,,,,,,20999,18156,,
mic,41951,60,1,4,134,-352,-347,,,,,,,,,,21002,18156,,
mic,41951,60,1,4,135,-360,-388,,,,,,,,,,21004,18156,,
mic,41951,60,1,4,136,-350,-345,,,,,,,,,,21006,18156,,
mic,41951,60,1,4,137,-332,-371,,,,,,,,,,21009,18156,,
mic,41951,60,1,4,138,-331,-327,,,,,,,,,,21011,18156,,
mic,41951,60,1,4,139,-346,-325,,,,,,,,,,21014,18156,,
mic,41951,60,1,4,140,-355,-360,,,,,,,,,,21016,18156,,
mic,41951,60,1,4,141,-335,-318,,,,,,,,,,21018,18156,,
mic,41951,60,1,4,142,-354,-359,,,,,,,,,,21021,18156,,
mic,41951,60,1,4,143,-333,-325,,,,,,,,,,21023,18156,,
mic,41951,60,1,4,144,-356,-333,,,,,,,,,,21026,18156,,
mic,41951,60,1,4,145,-379,-333,,,,,,,,,,21028,18156,,
mic,41951,60,1,4,146,-363,-334,,,,,,,,,,21030,18156,,
mic,41951,60,1,4,147,-333,-385,,,,,,,,,,21033,18156,,
mic,41951,60,1,4,148,-367,-332,,,,,,,,,,21035,18156,,
mic,41951,60,1,4,149,-356,-333,,,,,,,,,,21038,18156,,
mic,41951,60,1,4,150,-385,-336,,,,,,,,,,21040,18156,,
mic,41951,60,1,4,151,-411,-408,,,,,,,,,,21042,18156,,
mic,41951,60,1,4,152,-417,-398,,,,,,,,,,21045,18156,,
mic,41951,60,1,4,153,-374,-408,,,,,,,,,,21047,18156,,
mic,41951,60,1,4,154,-382,-359,,,,,,,,,,21049,18156,,
mic,41951,60,1,4,155,-335,-331,,,,,,,,,,21052,18156,,
mic,41951,60,1,4,156,-298,-288,,,,,,,,,,21054,18156,,
mic,41951,60,1,4,157,-297,-256,,,,,,,,,,21057,18156,,
mic,41951,60,1,4,158,-297,-283,,,,,,,,,,21059,18156,,
mic,41951,60,1,4,159,-272,-247,,,,,,,,,,21061,18156,,
mic,42696,61,1,5,0,443,311,,,,,,,,,,21064,18523,,
mic,42696,61,1,5,1,474,350,,,,,,,,,,21065,18523,,
mic,42696,61,1,5,2,391,335,,,,,,,,,,21067,18523,,
mic,42696,61,1,5,3,420,341,,,,,,,,,,21070,18523,,
mic,42696,61,1,5,4,325,299,,,,,,,,,,21072,18523,,
mic,42696,61,1,5,5,321,263,,,,,,,,,,21074,18523,,
mic,42696,61,1,5,6,290,231,,,,,,,,,,21076,18523,,
mic,42696,61,1,5,7,302,229,,,,,,,,,,21079,18523,,
mic,42696,61,1,5,8,304,224,,,,,,,,,,21081,18523,,
mic,42696,61,1,5,9,338,253,,,,,,,,,,21083,18523,,
mic,42696,61,1,5,10,339,295,,,,,,,,,,21085,18523,,
mic,42696,61,1,5,11,378,280,,,,,,,,,,21087,18523,,
mic,42696,61,1,5,12,339,326,,,,,,,,,,21090,18523,,
mic,42696,61,1,5,13,388,336,,,,,,,,,,21092,18523,,
mic,42696,61,1,5,14,372,333,,,,,,,,,,21094,18523,,
mic,42696,61,1,5,15,402,374,,,,,,,,,,21097,18523,,
mic,42696,61,1,5,16,430,347,,,,,,,,,,21099,18523,,
mic,42696,61,1,5,17,387,383,,,,,,,,,,21101,18523,,
mic,42696,61,1,5,18,424,340,,,,,,,,,,21103,18523,,
mic,42696,61,1,5,19,376,349,,,,,,,,,,21106,18523,,
mic,42696,61,1,5,20,355,312,,,,,,,,,,21108,18523,,
mic,42696,61,1,5,21,304,278,,,,,,,,,,21110,18523,,
mic,42696,61,1,5,22,283,255,,,,,,,,,,21112,18523,,
mic,42696,61,1,5,23,251,212,,,,,,,,,,21115,18523,,
mic,42696,61,1,5,24,288,261,,,,,,,,,,21117,18523,,
mic,42696,61,1,5,25,326,225,,,,,,,,,,21119,18523,,
mic,42696,61,1,5,26,342,290,,,,,,,,,,21121,18523,,
mic,42696,61,1,5,27,393,286,,,,,,,,,,21124,18523,,
mic,42696,61,1,5,28,363,310,,,,,,,,,,21126,18523,,
mic,42696,61,1,5,29,336,296,,,,,,,,,,21128,18523,,
